,location,bath,balcony,price_Transformed,BHK,total_sqft_norm
7639,Sarjapur  Road,3.0,2.0,2.4757396611400497,4,1864.0
7640,Hosa Road,3.0,2.0,2.463975079505272,3,2500.0
7641,Raja Rajeshwari Nagar,2.0,2.0,2.299171349348421,3,1625.0
7642,Whitefield,2.0,3.0,2.304543028080613,2,1186.0
7644,Electronic City,1.0,1.0,2.2060725418399496,2,770.0
7645,Varthur,2.0,1.0,2.2441188393999556,2,1085.0
7646,Dairy Circle,6.0,2.0,2.766353483600897,4,3754.0
7647,other,3.0,2.0,2.4972098659406576,3,1893.0
7649,Kundalahalli,2.0,3.0,2.4012506422169517,3,1496.0
7650,Chandapura,3.0,1.0,2.1459631684331244,3,1305.0
7651,Electronics City Phase 1,2.0,2.0,2.4142636500071166,3,1550.0
7654,Electronic City Phase II,2.0,2.0,2.3684898924808424,2,1286.0
7656,Hebbal,3.0,2.0,2.451415280285468,3,1860.0
7658,Haralur Road,2.0,2.0,2.2441188393999556,2,1243.0
7659,Brookefield,2.0,2.0,2.390904357255814,2,1200.0
7660,Sarjapur,2.0,2.0,2.1325218913463257,2,1044.0
7661,7th Phase JP Nagar,2.0,1.0,2.2193528220079637,2,1040.0
7664,Subramanyapura,2.0,2.0,2.324817869057974,3,1278.0
7666,other,2.0,1.0,2.2299042121560673,2,1250.0
7671,Sarjapur  Road,2.0,1.0,2.3191275340971274,3,1157.0
7672,Raja Rajeshwari Nagar,2.0,1.0,2.2831199610722934,2,1185.0
7673,Kalena Agrahara,3.0,3.0,2.463975079505272,3,1450.0
7674,Old Madras Road,3.0,2.0,2.5089539690893004,3,1859.0
7675,Rajaji Nagar,3.0,2.0,2.6665202473977994,2,1763.0
7676,Attibele,1.0,1.0,2.0440990630256364,2,900.0
7677,Ramamurthy Nagar,3.0,1.0,2.3296071907373097,3,1305.0
7679,Thanisandra,1.0,0.0,2.165713485807729,1,784.0
7681,Sarjapur  Road,2.0,0.0,2.179688723246606,2,1150.0
7682,Whitefield,3.0,3.0,2.423490694742521,3,1806.0
7683,Kudlu,2.0,2.0,2.2224686292193874,2,1027.0
7684,Uttarahalli,2.0,1.0,2.2075217104925846,2,1002.0
7685,Electronic City Phase II,2.0,1.0,2.174337198466269,3,1220.0
7686,Whitefield,2.0,1.0,2.1650963994609485,2,1109.0
7687,Uttarahalli,2.0,1.0,2.2075217104925846,2,1002.0
7688,other,2.0,1.0,2.4352647889004433,2,1308.0
7689,Hennur Road,2.0,1.0,2.370844142385856,2,1232.0
7694,Raja Rajeshwari Nagar,2.0,1.0,2.2984634822748142,2,1255.0
7695,Akshaya Nagar,3.0,3.0,2.42046294655565,3,1434.0
7696,Doddathoguru,2.0,2.0,2.110048363286599,2,925.0
7697,Jakkur,3.0,1.0,2.5127006434450663,3,1858.0
7698,other,2.0,1.0,2.3723989530691814,2,1205.0
7699,other,3.0,2.0,2.4379602028844816,3,1500.0
7702,Thanisandra,2.0,1.0,2.3097885255458146,2,965.0
7705,Battarahalli,2.0,2.0,2.4170464764593587,2,1636.0
7706,Kundalahalli,3.0,1.0,2.516368512754174,3,1724.0
7707,Whitefield,2.0,1.0,2.360444898973766,2,1216.0
7708,Yelahanka,1.0,1.0,2.174703605979799,1,654.0
7712,Budigere,3.0,2.0,2.4434568134414887,3,1636.0
7713,Hennur Road,2.0,2.0,2.3837013744810363,2,1195.0
7714,other,3.0,3.0,2.658718209665419,3,2400.0
7717,Thanisandra,3.0,1.0,2.451415280285468,3,1546.0
7718,Sarjapur  Road,6.0,0.0,2.5447343310547055,4,3385.5
7722,Indira Nagar,2.0,2.0,2.584134275714473,2,1475.0
7723,JP Nagar,3.0,2.0,2.5565892512800237,4,3000.0
7725,Balagere,2.0,1.0,2.3563037149614248,2,1007.0
7734,other,2.0,1.0,2.2299042121560673,3,909.0
7736,other,2.0,3.0,2.423490694742521,2,1400.0
7739,Whitefield,2.0,2.0,2.304543028080613,2,1150.0
7740,Old Madras Road,5.0,1.0,2.5865255954076063,3,2990.0
7741,Bellandur,2.0,2.0,2.423490694742521,2,1310.0
7742,Hosur Road,2.0,2.0,2.518173801183998,3,1590.0
7743,Green Glen Layout,3.0,2.0,2.486793794290263,3,1645.0
7745,Thanisandra,3.0,2.0,2.5565892512800237,3,1795.0
7747,Thanisandra,1.0,0.0,2.194797491555232,1,777.0
7748,other,2.0,2.0,2.3723989530691814,2,925.0
7750,other,6.0,1.0,2.7278759131877925,4,3746.0
7751,Thanisandra,2.0,2.0,2.299171349348421,3,1430.0
7752,Bommanahalli,2.0,2.0,2.304543028080613,2,1020.0
7754,Electronic City Phase II,2.0,1.0,2.1422520031614085,2,1140.0
7756,Hebbal,4.0,2.0,2.6185600286922113,4,2470.0
7757,other,1.0,0.0,2.1677440778065487,2,850.0
7759,Thanisandra,3.0,2.0,2.486793794290263,3,1697.0
7761,Gottigere,2.0,2.0,2.276308317343053,2,1120.0
7768,Thanisandra,3.0,1.0,2.432301551196587,3,1492.0
7769,Devanahalli,3.0,3.0,2.4050797238727406,3,1498.0
7770,other,2.0,1.0,2.716589955335919,4,3500.0
7771,Kundalahalli,2.0,1.0,2.2656659308452274,2,1010.0
7773,Channasandra,2.0,1.0,2.162996701647244,2,1050.0
7774,Hegde Nagar,3.0,2.0,2.516368512754174,3,1847.0
7777,Hegde Nagar,4.0,2.0,2.5492799755952857,3,2144.6
7778,Kengeri,2.0,1.0,2.1769817399022307,2,750.0
7779,Electronic City,2.0,2.0,2.162996701647244,2,919.0
7780,Budigere,2.0,1.0,2.300796420312132,2,1087.0
7781,other,3.0,2.0,2.3873346778446094,3,1480.0
7784,Jigani,3.0,2.0,2.3520796841242335,3,1221.0
7786,Thanisandra,3.0,2.0,2.51083734293225,3,2072.0
7789,Rajaji Nagar,3.0,3.0,2.6340851298431343,3,1640.0
7790,other,2.0,2.0,2.412682882520264,2,1253.0
7791,Hennur Road,2.0,1.0,2.304118007464642,2,1061.0
7793,Marathahalli,2.0,2.0,2.364506061680783,2,1250.0
7794,Hennur Road,2.0,3.0,2.407863475493781,3,1585.0
7796,Kammasandra,2.0,2.0,2.1814774036790427,2,1015.0
7797,Begur Road,6.0,0.0,2.5031795054056962,4,2464.5
7799,Electronic City Phase II,2.0,2.0,2.2068786880579285,2,1116.0
7801,Kasavanhalli,4.0,2.0,2.7041977692166235,4,4000.0
7802,Hebbal,4.0,2.0,2.7421221296325644,4,3900.0
7803,Old Madras Road,2.0,2.0,2.463975079505272,2,1300.0
7804,Raja Rajeshwari Nagar,2.0,1.0,2.3315876960663906,2,1419.0
7805,other,2.0,1.0,2.304543028080613,3,1310.0
7806,Thigalarapalya,4.0,2.0,2.5594243417003057,3,2072.0
7807,Kaggadasapura,2.0,1.0,2.3227745977634324,2,1240.0
7809,Budigere,3.0,2.0,2.4351516562818496,3,1820.0
7813,other,3.0,1.0,2.3520796841242335,3,1315.0
7814,Kenchenahalli,2.0,2.0,2.3837013744810363,3,1410.0
7815,Dasarahalli,2.0,1.0,2.3296071907373097,2,1375.0
7816,Old Madras Road,2.0,2.0,2.451415280285468,2,1299.0
7817,other,2.0,3.0,2.247543877793339,2,993.0
7821,Hebbal,2.0,1.0,2.451415280285468,3,1255.0
7822,Hoodi,3.0,2.0,2.5269273500371043,3,1655.0
7823,Whitefield,5.0,3.0,2.6054929396097726,4,2830.0
7825,Electronic City,1.0,1.0,1.8383774983250887,2,550.0
7827,Begur Road,3.0,1.0,2.4889259278400235,3,1634.0
7830,Gottigere,3.0,2.0,2.343371043853437,3,1500.0
7832,Hegde Nagar,6.0,2.0,2.7278759131877925,4,3750.0
7834,Whitefield,2.0,3.0,2.4029244687191706,2,1295.0
7835,Sarjapur  Road,2.0,1.0,2.463975079505272,2,1320.0
7842,Whitefield,1.0,1.0,2.3179315806501863,1,840.0
7843,Whitefield,1.0,0.0,1.9547855525175961,1,640.0
7844,Raja Rajeshwari Nagar,3.0,1.0,2.377675166886539,3,1693.0
7846,other,2.0,1.0,2.3723989530691814,2,1305.0
7847,Kodichikkanahalli,1.0,1.0,1.915534214142328,1,450.0
7848,CV Raman Nagar,1.0,1.0,2.314912980862613,1,705.0
7854,Battarahalli,3.0,2.0,2.4379602028844816,3,1779.0
7855,Whitefield,4.0,1.0,2.8907624565064842,4,10200.0
7856,other,2.0,2.0,2.1902349571616555,2,870.0
7857,Thanisandra,3.0,2.0,2.5070501370700384,3,1595.0
7861,Iblur Village,4.0,2.0,2.53847434004497,3,2000.0
7862,Yelahanka,3.0,2.0,2.4461468801476762,3,1614.0
7864,Electronic City Phase II,3.0,3.0,2.2509200642093465,3,1150.0
7866,Sonnenahalli,3.0,2.0,2.409418451720853,3,1610.0
7868,other,2.0,2.0,2.276308317343053,2,1050.0
7869,other,5.0,2.0,2.745902917063759,4,4800.0
7870,7th Phase JP Nagar,2.0,1.0,2.4565406480089873,3,1460.0
7873,other,3.0,0.0,2.3723989530691814,3,1569.0
7875,Electronics City Phase 1,1.0,0.0,2.2262150099883304,1,645.0
7879,Marathahalli,2.0,1.0,2.4379602028844816,2,1350.0
7880,BTM 2nd Stage,4.0,1.0,2.7041977692166235,3,2780.0
7882,Whitefield,2.0,1.0,2.167461705806593,2,1109.0
7883,other,3.0,2.0,2.8721857513968017,4,2000.0
7885,Bannerghatta Road,2.0,1.0,2.364506061680783,2,1215.0
7887,Prithvi Layout,4.0,2.0,2.607578149771995,3,2273.0
7893,Kasavanhalli,2.0,1.0,2.3684898924808424,3,1225.0
7894,Whitefield,5.0,3.0,2.6519945291291736,4,5200.0
7896,Sarjapur  Road,4.0,1.0,2.5492799755952857,3,1984.0
7897,Old Madras Road,3.0,1.0,2.612669238017063,3,2425.0
7899,Bommasandra,2.0,1.0,2.2441188393999556,2,1127.0
7903,Kaggadasapura,2.0,2.0,2.2299042121560673,2,1000.0
7905,Hormavu,2.0,2.0,2.2441188393999556,2,1350.0
7907,Sahakara Nagar,2.0,3.0,2.2702165163325065,2,1175.0
7908,other,1.0,2.0,2.07238860962533,1,655.0
7909,Hosa Road,2.0,1.0,2.4230696206067868,3,1311.0
7911,CV Raman Nagar,2.0,1.0,2.1945015452784324,2,1000.0
7913,Kanakpura Road,2.0,1.0,2.324817869057974,3,1050.0
7916,Varthur,2.0,3.0,2.3342932855954426,3,1520.0
7918,Hebbal,2.0,1.0,2.473446098766075,2,1333.0
7919,other,1.0,0.0,1.915534214142328,1,600.0
7920,Abbigere,2.0,1.0,2.1610728584199195,3,1326.0
7922,Koramangala,2.0,2.0,2.516368512754174,2,1370.0
7923,Koramangala,2.0,2.0,2.423490694742521,2,1100.0
7927,Billekahalli,2.0,1.0,2.3204652515339776,2,950.0
7930,Kalena Agrahara,3.0,2.0,2.588881046100511,3,1804.0
7931,Hoodi,2.0,1.0,2.3665074805643718,2,1257.0
7932,Sarjapur,1.0,2.0,1.9555901150090222,1,650.0
7933,Whitefield,3.0,2.0,2.5565892512800237,3,1850.0
7937,other,3.0,2.0,2.2842841663389835,3,1630.0
7938,Jalahalli,2.0,2.0,2.3296071907373097,3,1310.0
7941,other,2.0,1.0,2.2441188393999556,2,1000.0
7944,Sahakara Nagar,2.0,2.0,2.4379602028844816,3,1370.0
7946,Bellandur,3.0,3.0,2.4379602028844816,2,1465.0
7948,Electronic City,2.0,1.0,2.3477698357090975,2,1128.0
7949,Padmanabhanagar,2.0,2.0,2.3723989530691814,3,1250.0
7952,Hebbal,3.0,2.0,2.614658603967186,3,2600.0
7958,other,2.0,3.0,2.4012506422169517,3,1400.0
7960,Bisuvanahalli,2.0,1.0,2.110048363286599,2,845.0
7962,Sarjapur,6.0,0.0,2.7323266248345734,4,3854.5
7965,Gunjur,2.0,2.0,2.2333934664038195,2,1175.0
7967,Bellandur,3.0,2.0,2.484636170481571,3,1767.0
7968,Sarjapur  Road,3.0,1.0,2.4379602028844816,4,1800.0
7971,Rajaji Nagar,3.0,0.0,2.5565892512800237,3,1613.0
7974,Kasavanhalli,2.0,1.0,2.4012506422169517,2,1375.0
7975,other,2.0,2.0,2.314912980862613,2,985.0
7978,Electronic City,1.0,0.0,1.785394516911542,1,605.0
7981,Marathahalli,2.0,1.0,2.2936680315997555,2,1200.0
7982,Hulimavu,2.0,1.0,2.2441188393999556,2,1000.0
7983,Electronic City,2.0,3.0,2.1902349571616555,3,1159.0
7987,BTM Layout,2.0,2.0,2.4012506422169517,3,1540.0
7989,Ambedkar Nagar,4.0,2.0,2.5070501370700384,3,1850.0
7990,Uttarahalli,3.0,1.0,2.3296071907373097,3,1580.0
7991,other,2.0,2.0,2.200767413653303,2,1190.0
8000,Thanisandra,3.0,3.0,2.5070501370700384,3,1880.0
8001,Padmanabhanagar,2.0,2.0,2.2441188393999556,2,1150.0
8007,Karuna Nagar,3.0,2.0,2.588881046100511,3,1962.0
8010,Attibele,2.0,1.0,2.102318828452984,2,1174.0
8011,Bannerghatta Road,3.0,1.0,2.4972098659406576,3,1894.0
8013,other,3.0,2.0,2.5447343310547055,3,1760.0
8015,Kothanur,3.0,0.0,2.4565406480089873,3,1790.0
8018,Kengeri,4.0,0.0,2.570295263205349,4,2540.0
8019,Mahadevpura,2.0,1.0,2.295885518699403,2,1137.0
8022,Mysore Road,2.0,2.0,2.463975079505272,3,1568.0
8023,Devanahalli,4.0,0.0,2.7356126140891033,4,4920.0
8024,AECS Layout,2.0,1.0,2.3296071907373097,2,1308.0
8026,Bisuvanahalli,2.0,1.0,2.214797936699083,3,1200.0
8028,Electronic City,1.0,1.0,1.7917792450451508,1,530.0
8029,Bisuvanahalli,2.0,1.0,2.2068786880579285,3,873.0
8034,Talaghattapura,3.0,3.0,2.568975675866619,3,2273.0
8036,Thanisandra,1.0,2.0,2.276308317343053,1,760.0
8040,Sarjapur  Road,2.0,1.0,2.4351516562818496,3,1550.0
8041,Ramagondanahalli,2.0,1.0,2.276308317343053,2,1251.0
8042,Electronic City,2.0,1.0,2.2936680315997555,2,1070.0
8044,CV Raman Nagar,2.0,2.0,2.3296071907373097,3,1435.0
8045,Bommasandra,2.0,3.0,2.2441188393999556,3,1400.0
8046,other,3.0,2.0,2.4506603932794757,4,2330.0
8047,Thanisandra,2.0,3.0,2.3296071907373097,2,1200.0
8049,Bannerghatta Road,2.0,2.0,2.342881607063722,3,1655.0
8052,Electronics City Phase 1,2.0,1.0,2.276308317343053,2,1175.0
8053,Uttarahalli,2.0,2.0,2.2103153330766343,2,1155.0
8054,Magadi Road,3.0,2.0,2.4590518107288126,3,1200.0
8055,Budigere,2.0,2.0,2.3520796841242335,2,1149.0
8057,Choodasandra,4.0,2.0,2.7278759131877925,4,3200.0
8059,Hegde Nagar,3.0,2.0,2.505125451363483,3,1718.0
8061,Banashankari,2.0,2.0,2.3978605222649128,2,1330.0
8062,Hormavu,2.0,2.0,2.364506061680783,2,1200.0
8063,Bannerghatta Road,3.0,2.0,2.4351516562818496,3,1693.0
8064,Koramangala,2.0,1.0,2.576735154035312,2,1249.0
8065,Thanisandra,4.0,1.0,2.516368512754174,3,1800.0
8067,other,2.0,1.0,2.2509200642093465,2,1020.0
8070,Bannerghatta Road,2.0,2.0,2.330363799838082,2,1280.0
8073,Thanisandra,2.0,1.0,2.3199212383256165,1,933.0
8074,Sarjapur  Road,2.0,0.0,2.2371171131819043,2,1150.0
8075,other,6.0,2.0,2.786356351328793,4,3633.0
8076,Rajaji Nagar,3.0,3.0,2.5252119458404625,3,1380.0
8079,Harlur,2.0,1.0,2.4379602028844816,2,1303.0
8080,Raja Rajeshwari Nagar,2.0,2.0,2.2111868064045987,2,1196.0
8084,Akshaya Nagar,2.0,3.0,2.4294087898352825,3,1419.0
8085,Banashankari,2.0,3.0,2.2702165163325065,2,1200.0
8087,Electronics City Phase 1,1.0,0.0,2.246862817981016,1,762.5
8088,Electronics City Phase 1,2.0,1.0,2.390904357255814,2,1245.0
8089,other,4.0,3.0,2.7488438107332187,4,3978.0
8090,Channasandra,2.0,1.0,2.153230441481664,2,1093.0
8092,Hebbal,2.0,1.0,2.4565406480089873,2,1345.0
8094,Vijayanagar,2.0,1.0,2.4264722323552923,2,1180.0
8095,other,2.0,1.0,2.2667963113481484,2,1020.0
8097,other,4.0,1.0,2.775653278315287,4,3621.0
8100,CV Raman Nagar,2.0,1.0,2.304543028080613,2,1020.0
8101,other,3.0,2.0,2.5447343310547055,3,2095.0
8102,Gunjur,3.0,2.0,2.34172029454303,3,1362.0
8103,Yelahanka,1.0,0.0,2.1197190563094064,1,694.0
8104,Vittasandra,2.0,2.0,2.3723989530691814,2,1404.0
8110,Rachenahalli,2.0,1.0,2.276127887176381,2,985.0
8111,Indira Nagar,1.0,2.0,2.3296071907373097,1,850.0
8115,Ambedkar Nagar,2.0,2.0,2.4264722323552923,2,1367.0
8116,Rajaji Nagar,2.0,2.0,2.411089386246761,3,1210.0
8120,Whitefield,2.0,2.0,2.2068786880579285,2,1140.0
8121,Hoskote,2.0,2.0,2.1492181937409116,2,1095.0
8122,Attibele,1.0,0.0,1.9490935725692575,1,782.0
8123,Gubbalala,2.0,2.0,2.407863475493781,3,1435.0
8124,Choodasandra,2.0,2.0,2.1724048403316476,2,725.0
8125,other,2.0,2.0,2.432301551196587,3,1600.0
8127,Hosakerehalli,4.0,2.0,2.6904923883109473,4,3205.0
8132,Kanakpura Road,3.0,2.0,2.5252119458404625,3,1703.0
8134,Horamavu Agara,2.0,1.0,2.2164289338424963,2,1145.0
8135,Whitefield,2.0,1.0,2.390904357255814,2,1216.0
8136,7th Phase JP Nagar,3.0,1.0,2.3296071907373097,2,1100.0
8137,Sarjapur  Road,5.0,1.0,2.6166220034286027,4,2425.0
8140,Kanakpura Road,3.0,3.0,2.4379602028844816,3,1600.0
8141,other,3.0,3.0,2.2612170558909495,3,1510.0
8142,Hosakerehalli,4.0,1.0,2.7047171219431436,4,3033.0
8146,Sarjapur  Road,4.0,1.0,2.5817061115993494,5,1480.0
8150,Raja Rajeshwari Nagar,3.0,2.0,2.33266464830251,3,1630.0
8152,Hosakerehalli,2.0,2.0,2.2968763158993113,3,1410.0
8153,Bhoganhalli,2.0,1.0,2.463975079505272,2,1181.7
8160,Whitefield,2.0,1.0,2.4509991640408177,2,1356.0
8161,Whitefield,2.0,1.0,2.4711235242287644,2,1338.0
8163,other,2.0,1.0,2.463975079505272,3,1280.0
8164,Raja Rajeshwari Nagar,3.0,3.0,2.2867098150203256,3,1531.0
8167,8th Phase JP Nagar,2.0,2.0,2.3520796841242335,3,1605.0
8168,Thanisandra,3.0,2.0,2.486793794290263,3,1917.0
8171,Sarjapur  Road,3.0,2.0,2.304543028080613,3,1400.0
8172,Thubarahalli,3.0,3.0,2.588881046100511,3,2625.0
8174,Hennur Road,3.0,3.0,2.521728814645472,3,2041.0
8175,Sarjapur  Road,4.0,2.0,2.570295263205349,3,2070.0
8176,Hebbal,3.0,3.0,2.324817869057974,3,1110.0
8177,other,3.0,1.0,2.486793794290263,3,1650.0
8178,Ambedkar Nagar,4.0,3.0,2.6616061536999753,4,3565.0
8180,HSR Layout,2.0,2.0,2.3520796841242335,2,1142.0
8182,Electronic City Phase II,3.0,3.0,2.276308317343053,3,1502.0
8183,other,2.0,1.0,2.2441188393999556,3,1176.0
8187,Sarjapur  Road,3.0,2.0,2.819801679459182,3,5400.0
8189,other,3.0,2.0,2.304543028080613,3,1425.0
8191,Hosur Road,2.0,2.0,2.4824525135863165,2,1345.0
8193,other,4.0,2.0,2.7041977692166235,4,1830.0
8204,Raja Rajeshwari Nagar,2.0,1.0,2.3723989530691814,2,1160.0
8206,other,2.0,2.0,2.451415280285468,3,2000.0
8207,Uttarahalli,2.0,1.0,2.261729817275309,2,1125.0
8208,Old Madras Road,4.0,2.0,2.588881046100511,4,3900.0
8209,Raja Rajeshwari Nagar,2.0,1.0,2.193399229335029,2,1133.0
8210,Arekere,2.0,2.0,2.3296071907373097,2,1240.0
8211,Devanahalli,3.0,3.0,2.3998676032805544,3,1466.0
8212,other,4.0,2.0,2.7425056078030052,4,3870.0
8215,Kaggadasapura,2.0,2.0,2.2639599879977412,2,1225.0
8216,Akshaya Nagar,2.0,1.0,2.299171349348421,2,1300.0
8217,Thanisandra,4.0,1.0,2.5127006434450663,3,1996.0
8219,Rajaji Nagar,3.0,2.0,2.650455891094243,3,1800.0
8221,Sarjapur  Road,3.0,2.0,2.4379602028844816,3,1435.0
8223,Rayasandra,3.0,3.0,2.3723989530691814,3,1601.0
8224,other,2.0,2.0,2.4461468801476762,2,1257.0
8225,Iblur Village,5.0,1.0,2.6651338928688655,4,3596.0
8226,Kasavanhalli,2.0,2.0,2.451415280285468,2,1309.0
8228,Whitefield,2.0,1.0,2.304543028080613,2,1115.0
8232,Banashankari,2.0,2.0,2.360444898973766,2,1185.0
8233,7th Phase JP Nagar,3.0,3.0,2.5070501370700384,3,1790.0
8234,Whitefield,4.0,2.0,2.6232977957693273,3,3450.0
8236,Budigere,1.0,0.0,2.07738848407303,1,693.0
8237,Sarjapur  Road,4.0,2.0,2.82892275938421,4,5400.0
8239,Hoodi,2.0,2.0,2.2639599879977412,2,1000.0
8240,Thanisandra,2.0,1.0,2.3987134265968817,2,1183.0
8245,Hebbal,2.0,2.0,2.288027272233296,2,1200.0
8246,Ramagondanahalli,2.0,2.0,2.2342579185866085,2,1151.0
8247,Hulimavu,2.0,2.0,2.324817869057974,3,1320.0
8250,Hegde Nagar,3.0,2.0,2.5127006434450663,3,1847.0
8251,Devanahalli,2.0,1.0,2.2755254290746363,1,1020.0
8256,Haralur Road,4.0,3.0,2.562211081332236,4,2805.0
8257,Mysore Road,3.0,0.0,2.261409473423488,3,1360.0
8258,Brookefield,2.0,1.0,2.2702165163325065,2,1089.0
8259,Yelahanka,2.0,2.0,2.3296071907373097,2,1115.0
8262,Kannamangala,3.0,1.0,2.473446098766075,3,1536.0
8264,Electronic City,3.0,2.0,2.4173877085267303,3,1571.0
8266,other,2.0,2.0,2.516368512754174,2,1517.0
8267,Budigere,1.0,1.0,2.1668016219455897,1,664.0
8268,other,2.0,1.0,2.3199212383256165,2,1230.0
8269,Hegde Nagar,2.0,2.0,2.380002418013182,2,1340.0
8270,Attibele,2.0,1.0,2.102680485674163,2,1175.0
8274,Electronic City,2.0,1.0,2.237826606292954,3,1470.0
8276,7th Phase JP Nagar,3.0,2.0,2.501211881174068,3,1680.0
8278,Gunjur,2.0,1.0,2.282242894864343,2,1071.0
8280,Frazer Town,2.0,1.0,2.71226593768163,4,3435.0
8282,Kalyan nagar,2.0,1.0,2.3296071907373097,2,1190.0
8284,Kanakpura Road,2.0,2.0,2.3443465743099976,2,1283.0
8285,Mallasandra,2.0,2.0,2.3837013744810363,2,1325.0
8286,Whitefield,2.0,1.0,2.166423664586251,2,1105.0
8287,other,3.0,2.0,2.38912734724764,3,1600.0
8291,Talaghattapura,3.0,3.0,2.5522426570505385,3,2099.0
8292,other,2.0,1.0,2.380002418013182,3,1365.0
8293,Hebbal Kempapura,3.0,3.0,2.5286257210270686,2,1485.0
8294,Hosur Road,2.0,1.0,2.304543028080613,2,1250.0
8297,Kanakpura Road,2.0,3.0,2.440893066028404,2,1328.0
8298,Hennur Road,2.0,1.0,2.4294087898352825,2,1232.0
8300,Electronic City,3.0,2.0,2.3563037149614248,3,1350.0
8303,Electronic City Phase II,2.0,2.0,2.1325218913463257,2,1020.0
8304,Begur Road,2.0,3.0,2.2723058245627743,3,1410.0
8305,other,3.0,2.0,2.5070501370700384,3,2159.0
8309,Whitefield,2.0,1.0,2.2283616125948096,2,1074.0
8310,other,3.0,2.0,2.380002418013182,3,1200.0
8311,Sarjapur,2.0,2.0,2.1668960240603554,3,1170.0
8312,Tumkur Road,1.0,0.0,2.125036498477871,1,728.5
8317,Mahadevpura,3.0,2.0,2.451415280285468,3,1601.0
8320,other,2.0,1.0,2.6651338928688655,3,2700.0
8321,Electronic City Phase II,3.0,1.0,2.4565406480089873,4,1900.0
8323,Haralur Road,2.0,2.0,2.453995412703622,3,1520.0
8326,Bharathi Nagar,2.0,2.0,2.364506061680783,2,1432.0
8329,Dairy Circle,4.0,2.0,2.725698859880918,3,2251.0
8330,7th Phase JP Nagar,2.0,1.0,2.3978605222649128,2,1050.0
8333,Begur Road,2.0,2.0,2.311544172593673,3,1565.0
8337,Electronic City,3.0,3.0,2.486793794290263,3,1652.0
8339,Rajiv Nagar,4.0,1.0,2.5492799755952857,4,2340.0
8340,Koramangala,2.0,1.0,2.593488060960748,2,1084.0
8342,other,3.0,3.0,2.3684898924808424,3,1400.0
8344,Electronic City Phase II,2.0,1.0,2.0781142696964308,2,1020.0
8345,Whitefield,2.0,1.0,2.4388780846424143,2,1267.0
8346,Bhoganhalli,4.0,3.0,2.6001519387597782,4,2439.0
8351,Whitefield,5.0,2.0,2.786356351328793,4,5000.0
8354,Kalyan nagar,2.0,2.0,2.240643687461494,2,1086.0
8355,Kengeri,1.0,1.0,1.915534214142328,1,416.0
8356,Hennur Road,2.0,1.0,2.289337133746173,2,1066.0
8357,other,3.0,1.0,2.4461468801476762,3,1730.0
8358,Balagere,2.0,1.0,2.3471594327302365,2,1205.0
8359,Marathahalli,5.0,2.0,2.588881046100511,4,2500.0
8360,Subramanyapura,2.0,1.0,2.304543028080613,2,960.0
8361,Haralur Road,3.0,2.0,2.417542618639238,3,1510.0
8363,Old Madras Road,3.0,2.0,2.5447343310547055,3,2300.0
8374,other,3.0,2.0,2.501211881174068,3,1998.0
8376,Sarjapur  Road,2.0,2.0,2.360444898973766,2,1262.0
8381,Balagere,2.0,1.0,2.2968763158993113,2,1012.0
8383,Kadugodi,2.0,2.0,2.3097885255458146,2,1394.0
8384,Amruthahalli,2.0,1.0,2.423490694742521,3,1450.0
8385,other,1.0,0.0,2.162996701647244,1,527.0
8386,Sarjapur  Road,3.0,2.0,2.516368512754174,3,1693.0
8388,Horamavu Agara,2.0,1.0,2.2509200642093465,2,1000.0
8392,Mysore Road,2.0,2.0,2.3477698357090975,3,1410.0
8393,Hebbal Kempapura,2.0,2.0,2.4824525135863165,2,1400.0
8395,Sarjapur  Road,3.0,2.0,2.516368512754174,3,1826.0
8396,Hosur Road,3.0,2.0,2.4711235242287644,3,1689.0
8397,Bisuvanahalli,2.0,1.0,2.121522084133751,3,1075.0
8402,Uttarahalli,2.0,2.0,2.304543028080613,2,1300.0
8403,other,3.0,2.0,2.5565892512800237,3,1804.0
8405,Whitefield,3.0,2.0,2.516368512754174,3,1836.0
8406,other,2.0,2.0,2.1724048403316476,2,826.0
8407,Hormavu,2.0,3.0,2.364506061680783,2,1200.0
8411,Hoskote,4.0,3.0,2.5416335627291207,4,1200.0
8412,BTM 2nd Stage,2.0,2.0,2.3097885255458146,2,965.0
8414,Bhoganhalli,2.0,2.0,2.3723989530691814,3,1395.0
8415,Sarjapur  Road,3.0,2.0,2.499222148763099,3,1660.0
8417,other,2.0,1.0,2.1986963063380878,2,1180.0
8419,Kanakpura Road,2.0,1.0,2.4142636500071166,2,1204.0
8420,Thigalarapalya,4.0,2.0,2.5608236641184945,3,2072.0
8421,Haralur Road,2.0,1.0,2.3520796841242335,2,1056.0
8422,Hebbal,2.0,2.0,2.3388800168684982,2,985.0
8426,Yelahanka,4.0,3.0,2.5416335627291207,3,2317.0
8429,Attibele,2.0,1.0,2.0440990630256364,2,656.0
8430,Attibele,1.0,1.0,1.7179049736798817,1,400.0
8431,Yeshwanthpur,1.0,1.0,2.179688723246606,1,666.0
8433,7th Phase JP Nagar,2.0,1.0,2.257530704287577,2,1174.0
8434,Budigere,2.0,2.0,2.313388059990685,2,1153.0
8438,other,2.0,2.0,2.570295263205349,2,910.0
8441,Kanakpura Road,3.0,2.0,2.432301551196587,3,1843.0
8444,Kodihalli,5.0,2.0,2.709299493083962,4,3197.0
